,Unnamed: 0,start station id,start station name,start station latitude,start station longitude,covid_cases,trip count,tripduration_sum(mins),tripduration_mean(mins),usertype_member_count,geometry
1792,1792,5210.01,Powers St & Olive St,40.71323,-73.93894,0.04600720594308682,0.06602527145190738,230745.8166,29698.0124,11689.0,POINT (-73.93894 40.71323)
1793,1793,5216.04,Barclay St & Church St,40.712912,-74.010202,0.11603491945127965,0.14291662662951218,613986.1329,53030.6266,26405.0,POINT (-74.01020200000001 40.712912)
1794,1794,5216.06,Vesey St & Church St,40.71221958009051,-74.01047229766846,0.3706237945140128,0.30050286666026077,1247982.2009,136364.6895,54510.0,POINT (-74.01047229766846 40.71221958009051)
1795,1795,5225.02,Flushing Ave & Woodward Ave,40.71246,-73.91873,0.14905718325273545,0.04351237948816502,177546.8994,35680.5178,6615.0,POINT (-73.91873 40.71246)
1796,1796,5230.02,Rutgers St & Henry St,40.71332151208186,-73.99009689688683,0.20045920547507182,0.08808974728548094,278102.5479,45988.89,18189.0,POINT (-73.99009689688683 40.71332151208186)
1797,1797,5235.05,S 3 St & Bedford Ave,40.712604,-73.962644,0.21557094473044153,0.3272436821370232,1268506.1346,146573.3087,57433.0,POINT (-73.962644 40.712604)
1798,1798,5238.05,St James Pl & Oliver St,40.713079,-73.998511,0.23175399384034526,0.2340692162326639,812709.1859,68815.419,46259.0,POINT (-73.99851099999999 40.713079)
1799,1799,5241.02,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,0.03103434016648491,0.016134973255180807,68589.1987,22831.4007,2564.0,POINT (-73.93322999999999 40.71429)
1800,1800,5247.1,Reade St & Broadway,40.714504,-74.005627,0.2056796931380892,0.19234649754972613,744353.2308,81741.9927,38064.0,POINT (-74.005627 40.714504)
1801,1801,5250.05,Bushwick Ave & Powers St,40.712476,-73.941,0.08525249496385873,0.11317702828224593,383569.1683,49648.5577,20015.0,POINT (-73.941 40.712476)
1802,1802,5259.06,Devoe St & Lorimer St,40.713352,-73.949103,0.09818131438220416,0.17911822170974664,596301.9684,59536.3683,33544.0,POINT (-73.94910299999999 40.713352)
1803,1803,5262.09,Madison St & Montgomery St,40.713126,-73.984844,0.21028700489193106,0.16484497613785593,515860.5167,49177.1508,35159.0,POINT (-73.984844 40.713126)
1804,1804,5267.08,Grand St & Havemeyer St,40.712868,-73.956981,0.15732311790234796,0.25553713846449505,982478.5184,109702.1307,44651.0,POINT (-73.956981 40.712868)
